terrai_codigo,terrai_nome,municipio_nome,uf_sigla,superficie_perimetro_ha,fase_ti,modalidade_ti,data_em_estudo,tit_em_estudo,data_delimitada,tit_delimitada,data_declarada,tit_declarada,data_homologada,tit_homologada,data_regularizada,tit_regularizada
70601,Tremembé da Barra do Mundaú,Itapipoca                               ,CE,3580,Declarada,Tradicionalmente ocupada,7/14/2009,"Portaria nº 03, de 14 de julho de 2009",2/2/2012,"Despacho nº 007, de 2 de fevereiro de 2012",8/7/2015,"Portaria nº 1318, de 7 de agosto de 2015",,,,
46001,Tremembé de Almofala,Itarema                                 ,CE,4900,Delimitada,Tradicionalmente ocupada,,,,,,,,,,
64601,Tremembé de Queimadas,Acaraú                                  ,CE,767,Declarada,Tradicionalmente ocupada,2/18/2010,Portaria nº 01/DPDS de 18 de fevereiro de 2010,12/28/2011,"Despacho nº 687, de 28 de dezembro de 2011",4/19/2013,"Portaria nº 1702, de 19 de abril de 2013",,,,
46101,Trincheira,Autazes                                 ,AM,"16,246,022",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,12/26/1991,"Decreto n° 378, de 24 de dezembro de 1991",12/14/1987,Matr. 288  Lv. 2-A  Fl. 313
46201,Trincheira Bacaja,"Senador José Porfírio, São Felix do Xingu, Altamira, Anapu              ",PA,"16,509,392,569",Regularizada,Tradicionalmente ocupada,,,,,8/18/1993,PD 319 de 18/08/93,10/2/1996,Decreto de 2 de outubro de 1996,5/4/1998,Matr. 1.742  Lv. 2-I  Fl. 141
46301,Trocará,"Baião, Tucuruí",PA,"217,225,139",Regularizada,Tradicionalmente ocupada,,,,,,,11/22/1982,"Decreto nº 87.845, de 22 de novembro de 1982",3/24/1986,Matr. 379  Lv. 2-B  Fl. 79
46302,Trocará - Doação,Tucuruí                                 ,PA,"14,048",Regularizada,Dominial Indígena,,,,,,,,,,
46401,Trombetas/Mapuera,"Caroebe, Faro, Nhamundá, Oriximiná, São João da Baliza, Urucará",AM/PA/RR,"3,970,898,042",Regularizada,Tradicionalmente ocupada,9/18/2000,"Portaria nº 981, de 18 de setembro de 2000",10/28/2004,"Despacho nº 128, de 28 de outubro de 2004",9/16/2005,"Portaria n° 1806, de 16 de setembro de 2005",12/21/2009,Decreto de 21 de dezembro de 2009,7/8/2010,"Matr. 2.109, Lv. 2-H, Fl.19"
46501,Truaru,"Alto Alegre, Boa Vista",RR,"5,652,841",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,"Decreto nº 387, de 24 de dezembro de l991",3/24/1992,Matr. 12.482  Lv. 2/RG  Fl. 01
46602,Truká,Cabrobó                                 ,PE,5769,Declarada,Tradicionalmente ocupada,2/21/2008,"Portaria n° 146, de 21 de fevereiro de 2008",,,1/15/2002,"Portaria nº 26, de 15 de janeiro de 2002",,,,
46601,Truká,Cabrobó                                 ,PE,"15,928,972",Regularizada,Tradicionalmente ocupada,6/5/1984,"Portaria nº 1647, 05 de junho de 1984",,,8/17/1993,PD 315 de 17/08/93,1/5/1996,Decreto de 05 de janeiro de 1996,1/16/1996,Matr. 3.820  Lv. 2-U  Fl. 04
46701,Tubarão Latunde,Chupinguaia                             ,RO,"1,166,133,671",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outuibro de 1991,12/2/1991,Matr. 5.299  Lv. 2/RG  Fl. 01
46901,Tukuna Porto Espiritual,Benjamin Constant                       ,AM,"28,393,483",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,11/25/1991,PD 597 de 25/11/91,1/5/1996,Decreto de 05 de janeiro de 1996,1/29/1996,Matr. 587  Lv. 2-3  Fl. 09
47001,Tukuna Umariaçu,Tabatinga                               ,AM,"48,549,989",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,11/12/1997,PD  1112,12/11/1998,Decreto de 11 de dezembro de 1998,11/20/2000,Matr. 498  Lv. 2-c  Fl. 98
59201,Tumbalalá,"Abaré, Curaça                                ",BA,44978,Delimitada,Tradicionalmente ocupada,7/16/2007,"Portaria n° 624, de 16 de julho de 2007",6/1/2009,"Despacho nº 33, de 1º de junho de 2009",,,,,,
47101,Tumiã,Lábrea                                  ,AM,"1,243,574,172",Regularizada,Tradicionalmente ocupada,9/5/1986,Portaria nº 1347 de 05 de setembro de 1986,,,11/25/1991,PD  603,11/3/1997,Decreto de 3 de novembro de 1997,12/9/1997,Matr. 1965  Lv. 2-H  Fl. 27
47201,Tupã-Supé,"Alvarães, Uarini                                  ",AM,"85,895,101",Regularizada,Tradicionalmente ocupada,8/18/1994,"Portaria nº 745, de 18 de agosto de 1994",1/24/2001,Despacho do Presidente nº 6,11/6/2001,"Portaria nº 1011, de 06 de novembro de 2001",4/19/2004,Decreto de 19 de abril de 2004,5/14/2004,"Matr. 173, Lv. 2-A, Fl. 173"
68901,Tupinambá de Belmonte,Belmonte                                ,BA,9521,Delimitada,Tradicionalmente ocupada,5/12/2011,"Portaria nº 746, de 12 de maio de 2011",4/22/2013,"Despacho nº 530, de 22 de abril de 2013",,,,,,
55501,Tupinambá de Olivença,"Buerarema, Ilhéus, Una",BA,47376,Delimitada,Tradicionalmente ocupada,5/26/2008,"Portaria n° 544, de 26 de maiod e 2008",4/17/2009,"Despacho nº 24, de 17 de abril de 2009",,,,,,
8003,Tupiniquim,Aracruz,ES,"142,827,968",Regularizada,Tradicionalmente ocupada,,,4/28/2006,"Despacho n° 38, de 28 de abril de 2006",8/27/2007,"Portaria n° 1463, de 27 de agosto de 2007",11/5/2010,Decreto de 5 de novembro de 2010,8/19/2014,"Matr. R-3.239, Lv. 2-RG"
47301,Turé/Mariquita,Tomé-Açu                                ,PA,"1,469,798",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,12/10/2015,Av-3-2.694 - Lv 2-I - Fls. 264 e verso 
47401,Turé/Mariquita II,Tomé-Açu                                ,PA,"5,935,563",Encaminhada RI,Reserva Indígena,,,,,,,,,,
63901,Tuwa Apekuokawera,"Marabá, São Geraldo do Araguaia                 ",PA,11764,Delimitada,Tradicionalmente ocupada,11/4/1999,"Portaria nº 1038, de 04 de novembro de 1999",1/24/2012,"Despacho nº 003, de 24 de janeiro de 2012",,,,,,
47501,Tuxá,Rodelas                                 ,BA,0,Encaminhada RI,Reserva Indígena,,,,,,,,,,
12601,Tuxá de Inajá,Inajá                                   ,PE,140,Regularizada,Reserva Indígena,,,,,,,,,,
47601,Uaça,Oiapoque                                ,AP,"4,701,640,636",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,3/6/1992,Matr. 16  Lv. 02  Fl. 16V
47602,Uaça,Oiapoque                                ,AP,0,Em Estudo,Tradicionalmente ocupada,6/9/2008,"Portaria n° 614, de 9 de junho de 2008",,,,,,,,
47701,Uati-Paraná,"Fonte Boa, Japurá, Tonantins",AM,"1,271,990,612",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,5/3/1993,Matr. 743  Lv. 2/RG  Fl. 001/005
47801,Ubawawe,Novo São Joaquim                        ,MT,"522,344,773",Regularizada,Tradicionalmente ocupada,,,,,6/25/1998,PD 456 de 25.06.98,8/30/2000,Decreto de 30 de agosto de 2000,9/21/2000,Matr. 46.114  Lv. 2-RG  Fl. 46.114
47901,Uirapuru,"Campos de Júlio, Nova Lacerda",MT,21680,Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,3/21/2007,"Despacho n° 23, de 21 de março de 2007",3/20/2009,"Portaria nº 497, de 20 de março de 2009",,,,
48001,Umutina,Barra do Bugres                         ,MT,28120,Regularizada,Tradicionalmente ocupada,,,,,,,9/14/1989,"Decreto nº 98.144, de 14 de setembro de 1989",2/26/1992,Matr. 15.916  Lv. 2-RG  Fl. 001
48102,Uneiuxi,"Japurá, Santa Isabel do Rio Negro            ",AM,"5,547,304,117",Declarada,Tradicionalmente ocupada,5/12/2003,"Portaria nº 415, de 12 de maio de 2003",9/1/2005,Despacho n° 74/PRES/05,12/15/2006,"Portaria n° 2360, de 15 de dezembro de 2006",,,,
48101,Uneiuxi,"Japurá, Santa Isabel do Rio  Negro",AM,"4,031,828,081",Regularizada,Tradicionalmente ocupada,,,,,7/30/1993,PD  278,12/11/1998,Decreto de 11 de dezembro de 1998,1/3/2001,Matr. 199  Lv. 2-C  Fl. 01
48301,Urubu Branco,"Luciára, Confresa, Santa Teresinha, Porto Alegre do Norte",MT,"1,675,333,271",Regularizada,Tradicionalmente ocupada,,,,,10/2/1996,PD 599 de 02.10.96,9/8/1998,Decreto de 08 de setembro de 1998,6/24/1999,Matr. 12.753  Lv. 2-RG  Fl. 001
48401,Urucu/Juruá,Itaipava do Grajaú                      ,MA,"126,970,441",Regularizada,Tradicionalmente ocupada,,,,,,,12/26/1991,"Decreto nº 382, de 24 de dezembro de 1991",2/17/1992,Matr. 5.664  Lv. 2-AD  Fl. 126
48201,Uru-Eu-Wau-Wau,"Alvorada D'Oeste, Cacaulândia, Campo Novo de Rondônia, Costa Marques, Governador Jorge Teixeira,Guajara-Mirim, Jaru, Mirante da Serra, Monte Negro, Nova Mamoré, São Miguel do Guapore, Seringueiras",RO,"1867117,8",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,2/27/1987,Matr. 422  Lv. 2-C  Fl. 24
62401,Utaria Wyhyna/Iròdu Iràna,Pium                                    ,TO,177466,Declarada,Tradicionalmente ocupada,7/2/2007,"Portaria n° 590, de 2 de julho de 2007",2/27/2009,"Despacho nº 16/PRES, de 27 de fevereiro de 2009",11/3/2010,"Portaria nº 3574, de 3 de novembro de 2010",,,,
48501,Utiariti,"Campo Novo do Parecis, Sapezal",MT,"4,123,041,958",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,2/22/1985,"Matr. 17.607,  Lv. 2-RG,  Fl. 01/02"
48601,Vale do Guaporé,"Comodoro, Nova Lacerda",MT,242593,Regularizada,Tradicionalmente ocupada,,,,,,,4/29/1985,"Decreto nº 91210, de 29 de abril de 1985",6/7/1988,"Matr. 2.568,  Lv. 2,  Fl. 1-4"
48701,Vale do Javari,"Atalaia do Norte, Benjamin Constant, Jutai, São Paulo de Olivença         ",AM,"85,444,822,728",Regularizada,Tradicionalmente ocupada,3/28/1985,"Portaria nº 1848/E, de 28 de março de 1985",5/29/1998,DOU  ,12/11/1998,PD  818,4/30/2001,Decreto de 30 de abril de 2001,5/29/2002,Matr. 362 Lv.2-A FL.385/387
48801,Vanuire,"Arco-Iris, Tupã                                    ",SP,"7,089,304",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,10/5/2000,Matr. 37.200  Lv. 2-RG  Fl. 01
48901,Vargem Alegre,Serra do Ramalho                        ,BA,"9,810,815",Regularizada,Reserva Indígena,,,,,,,,,,
49001,Varzinha,"Caraá, Maquiné                                 ",RS,"7,762,761",Regularizada,Tradicionalmente ocupada,1/13/1999,"Portaria nº 11, de 13 de janeiro de 1999",,,4/23/2001,PD 360 DE 23.04.01,2/10/2003,Decreto de 10 de fevereiro de2003,7/3/2003,"Matr. 17.454, Lv.2-RG, Fl.01/01v"
49101,Ventarra,Erebango                                ,RS,"7,729,532",Regularizada,Tradicionalmente ocupada,8/16/1993,"Portaria nº 0742, de 16 de agosto de 1993",,,5/17/1996,PD 314 de 17.05.96,4/14/1998,Decreto de 14 de abril de 1998,6/27/2011,"Matr. 20.008, Lv. 2-RG, Fl. 01 e 02"
56901,Vila Real,Barra do Corda                          ,MA,0,Em Estudo,Tradicionalmente ocupada,6/30/2003,"Portaria nº 633, de 30 de junho de 2003",,,,,,,,
54101,Vista Alegre,"Careiro do Castanho, Manaquiri",AM,13206,Delimitada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,7/30/2012,"Despacho nº 424, de 30 de julho de 2012",,,,,,
73728,Vitoi Kuê,Japorã e Mundo Novo,MS,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
49201,Votouro,"Benjamin Constant do Sul, Faxinalzinho",RS,"33,410,977",Regularizada,Tradicionalmente ocupada,,,,,,,8/30/2000,Decreto de 30 de agosto de 2000,11/7/2000,Matr. 1.340  Lv. 2-RG  Fl. 1
54001,Votouro/Kandoia,"Benjamin Constant do Sul, Faxinalzinho",RS,5977,Delimitada,Tradicionalmente ocupada,7/16/2008,"Portaria n° 815, de 16 de julho de 2008",12/7/2009,"Despacho nº 62, de 7 de dezembro de 2009",,,,,,
49301,Vui-Uata-In,Amaturá                                 ,AM,"1,211,985,999",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,5/28/1992,Portaria Declaratória nº 266 de 28/05/92,7/3/1995,Decreto de 03 de julho de 1995,5/2/1996,Matr. 534  Lv. 2C-1  Fl. 54
49401,Waiãpi,"Pedra Branca do Amaparí, Laranjal do Jari, Mazagão",AP,"6,070,172,404",Regularizada,Tradicionalmente ocupada,,,,,10/23/1991,PD 544 de 23/10/91,5/23/1996,Decreto de 23 de maio de 1996,3/31/1997,"Matr. 001,  Lv. 2-RG,  Fl. 001"
73724,Waimiri-Atroari,"Rorainópolis, Novo Airão, Presidente Figueiredo",AM/RR,0,Em Estudo,Tradicionalmente ocupada,3/17/2014,"Portaria nº 649, de 17 de março de 2014",,,,,,,,
49501,Waimiri-Atroari,"Rorainópolis, Novo Airão, Presidente Figueiredo, São João da Baliza, Urucará",AM/RR,"25,859,115,689",Regularizada,Tradicionalmente ocupada,,,,,,,6/16/1989,"Decreto nº 97.837, de 16 de junho de 1989",3/17/1989,Matr. 755  Lv. 2-B  Fl. 368
49601,WaiWái,"Caroebe, Caracarai, São João da Baliza                                ",RR,"4,056,980,085",Regularizada,Tradicionalmente ocupada,,,4/23/1999,"Despacho nº 16, de 23 de Abril de 1999",4/20/2001,"Portaria nº 361, de 20 de abril de 2001",6/23/2003,Decreto de 23 de junho de 2003,9/5/2003,"Matr. 2.777, Lv. 2-J/RG, Fl. 169"
49701,Wassu-Cocal,"Colônia Leopoldina, Joaquim Gomes, Matriz de Camaragibe, Novo Lino",AL,11842,Delimitada,Tradicionalmente ocupada,6/5/1984,"Portaria nº 1647, 05 de junho de 1984",7/11/2012,"Despacho nº 652, de 11 de julho de 2012",,,12/24/1991,"Decreto n° 392, de 24 de dezembro de 1991",8/21/2007,"Matr. 567, Lv. 2-F, Fls. 112"
49802,Wawi,Querência                               ,MT,0,Em Estudo,Tradicionalmente ocupada,8/23/2007,"Portaria n° 824, de 23 de agosto de 2007",,,,,,,,
49801,Wawi,Querência                               ,MT,"1,503,291,865",Regularizada,Tradicionalmente ocupada,,,,,10/1/1997,PD 1029 de 01.10.97,9/8/1998,Decreto de 8 de setembro de 1998,12/9/1998,Matr. 6.447  Lv. 2-RG  Ficha 1-3
73601,Wedezé,Cocalinho                               ,MT,145881,Delimitada,Tradicionalmente ocupada,,,12/23/2011,"Despacho nº 676, de 23 de dezembro de 2011",,,,,,
49901,Xacriabá,"São João das Missões, Itacarambi                    ",MG,"464,159,242",Regularizada,Tradicionalmente ocupada,,,,,,,7/14/1987,"Decreto nº 94608, de 14 de julho de 1987",2/18/1988,Matr. 10.043  Lv. 2-BD  Fl. 060
49902,Xacriabá ,"Conego Marinho, São João das Missões, Itacarambi                    ",MG,43357,Delimitada,Tradicionalmente ocupada,10/31/2011,"Portaria nº 1498, de 31 de outubro de 2011",9/19/2014,"Despacho nº 81, de 19 de setembro de 2014",,,,,,
50001,Xakriabá Rancharia,"Itacarambi, São João das Missões                         ",MG,"67,983,817",Regularizada,Tradicionalmente ocupada,11/11/1996,"Portaria nº 1012, de 11 de novembro de 1996",,,4/13/2000,Portaria nº 291 de 13 de abril de 2000,5/5/2003,Decreto de 05 de maio de 2003,5/18/2004,"Matr. 10.939 Lv.2-RG, Fl. -"
50101,Xambioá,Santa Fé do Araguaia                    ,TO,"33,263,502",Regularizada,Tradicionalmente ocupada,,,,,,,11/3/1997,Decreto de 3 de novembro de 1997,3/10/1998,Matr. 221  Lv. 2-RGI
50201,Xapecó,"Abelardo Luz, Ipauçu, Entre Rios",SC,"156,239,581",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº297, de 29 de outubro de 1991",10/16/1965,Matr. 7.458  Lv. 3-D  Fl. 213
64901,Xapecó (Pinhalzinho-Canhadão),"Abelardo Luz, Ipauçu",SC,660,Declarada,Tradicionalmente ocupada,3/5/2002,"Portaria nº 175, de 05 de março de 2002",9/5/2003,"Despacho nº 81, de 05 de setembro de 2003",4/19/2007,"Portaria n° 792, de 19 de abril de 2007",,,,
50301,Xerente,Tocantínia                              ,TO,"1,675,421,058",Regularizada,Tradicionalmente ocupada,,,,,,,6/16/1989,"Decreto nº 97.838, de 16 de junho de 1989",9/26/1985,Matr. 601  Lv. 2-B  Fl. 154
50501,Xikrin do Rio Catete,"Água Azul do Norte, Marabá, Parauapebas                    ",PA,"4,391,505,452",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,Decreto de 24 de dezembro de 1991,8/17/1992,Matr. 98  Lv. 2/RG  Fl. 98
50601,Xipaya,Altamira                                ,PA,"1,787,230,238",Regularizada,Tradicionalmente ocupada,10/15/1999,"Portaria nº 974, de 15 de outubro de 1999",4/7/2003,"Despacho nº 33, de 07 de abril de 2003",12/15/2006,"Portaria n° 2362, de 15 de dezembro de 2006",6/5/2012,Decreto de 5 de junho de 2012,10/23/2012,"Matr. 28.618, Lv. 2-AAAV/RG, Fls. 55"
50801,Xukuru,"Poção, Pesqueira",PE,"275,550,583",Regularizada,Tradicionalmente ocupada,,,,,5/28/1992,Portaria Declaratoria nº 259 de 28/05/92,4/30/2001,Decreto de 30 de abril de 2001,10/3/2013,"R-12.005, Fls. 82, Lv. 3-T"
70201,Xukuru de Cimbres,"Pedra, Alagoinha, Pesqueira, Venturosa",PE,"11,661,793",Regularizada,Reserva Indígena,,,,,,,,,,
50701,Xukuru-Kariri,Palmeira dos Índios                     ,AL,7073,Declarada,Tradicionalmente ocupada,3/19/2003,"Portaria nº 178, de 19 de março de 2003",10/17/2008,"Despacho n° 39, de 17 de outubro de 2008",12/14/2010,"Portaria nº 4.033, de 14 de dezembro de 2010",,,,
50901,Yanomami,"Caracaraí,Alto Alegre, Boa Vista, Barcelos, São Gabriel da Cachoeira, Santa Isabel do Rio Negro",AM/RR,"9664975,48",Regularizada,Tradicionalmente ocupada,,,,,11/15/1991,PD 580/358  15/11/91,5/25/1992,Decreto de 25 de maio de 1992,10/1/1993,Matr. 552  Lv. 2-B  Fl. 252/253
73713,Ygua Porã,Biguaçu                                 ,SC,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
73722,Ypoi / Triunfo,Paranhos,MS,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
36702,Yvy-Katu,Japorã,MS,"94,941,636",Declarada,Tradicionalmente ocupada,8/3/2012,"Portaria nº 986, de 3 de agosto de 2012",2/27/2004,"Despacho nº 21, de 27 de fevereiro de 2004",6/30/2005,"Portaria Declaratória n° 1289, de 30 de junho de 2005",,,,
64001,Yvyporã Laranjinha,"Cornélio Procópio, Abatia, Ribeirão do Pinhal",PR,1238,Declarada,Tradicionalmente ocupada,,,4/12/2006,"Despacho n° 30, de 12 de abril de 2006",4/19/2007,"Portaria n° 796, de 19 de abril de 2007",,,,
51001,Zoe,Óbidos                                  ,PA,"6,685,656,283",Regularizada,Tradicionalmente ocupada,4/4/1997,"Portaria nº 309, de 4 de abril de 1997",12/3/1999,DOU  ,4/20/2001,"Portaria nº 365, de 20 de abril de 2001",12/21/2009,Decreto de 21 de dezembro de 2009,2/19/2010,"Matr. 2972, Lv. 2-D, Fls. 005-005vº"
51101,Zoró,Aripuanã                                ,MT,"3,557,895,492",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,11/5/1987,Matr. 31.352  Lv. 2-DH  Fl. 161
51201,Zuruahã,Tapauá                                  ,AM,"2,390,697,403",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,10/29/1991,Decreto de 29 de outubro de 1991,6/13/1990,Matr. 614  Lv. 2-D  Fl. 17
